"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Publisher","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Zhong Y.; Yan J.; Mei N.; Huang C.","Zhong, Yinghao (57826588700); Yan, Jin (7403727092); Mei, Naerduo (57826074800); Huang, Chao (57937182300)","57826588700; 7403727092; 57826074800; 57937182300","Research on wave energy collection based on swing ship triboelectric nanogenerator","2022","Energy Reports","8","","","135","145","10","3","10.1016/j.egyr.2022.10.073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140385167&doi=10.1016%2fj.egyr.2022.10.073&partnerID=40&md5=7fa70ee189d27673ff8d33d4f417efb0","Guangdong Ocean University, Zhanjiang, Guangdong, 524088, China; Shenzhen Research Institute of Guangdong Ocean University, Shenzhen, Guangdong, 518120, China","Zhong Y., Guangdong Ocean University, Zhanjiang, Guangdong, 524088, China; Yan J., Guangdong Ocean University, Zhanjiang, Guangdong, 524088, China, Shenzhen Research Institute of Guangdong Ocean University, Shenzhen, Guangdong, 518120, China; Mei N., Guangdong Ocean University, Zhanjiang, Guangdong, 524088, China; Huang C., Guangdong Ocean University, Zhanjiang, Guangdong, 524088, China","J. Yan; Guangdong Ocean University, Guangdong, Zhanjiang, 524088, China; email: yanj@gdou.edu.cn","Elsevier Ltd","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85140385167"
"Luan F.; Wang Z.","Luan, Feng (57291451600); Wang, Zhenchun (7410050978)","57291451600; 7410050978","Double-layer model predictive control for wave energy converters with model mismatch","2023","Energy Reports","9","","","2463","2472","9","3","10.1016/j.egyr.2023.01.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146840371&doi=10.1016%2fj.egyr.2023.01.051&partnerID=40&md5=4ae6c43bcf8acfb5be88b06f35d4ee27","Key Lab of Industrial Computer Control Engineering of Hebei Province, Yanshan University, Hebei Province, Qinhuangdao, 066004, China","Luan F., Key Lab of Industrial Computer Control Engineering of Hebei Province, Yanshan University, Hebei Province, Qinhuangdao, 066004, China; Wang Z., Key Lab of Industrial Computer Control Engineering of Hebei Province, Yanshan University, Hebei Province, Qinhuangdao, 066004, China","Z. Wang; Key Lab of Industrial Computer Control Engineering of Hebei Province, Yanshan University, Qinhuangdao, Hebei Province, 066004, China; email: zcwang@ysu.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85146840371"
"Al-Habaibeh A.; Hamadeh L.; McCague J.","Al-Habaibeh, Amin (6602580607); Hamadeh, Lama (57215031817); McCague, James (6507236001)","6602580607; 57215031817; 6507236001","Experimental study for evaluating the response of the power take off of a point absorber wave energy generation system using a hydraulic wave simulator","2023","Ocean Engineering","281","","114906","","","","3","10.1016/j.oceaneng.2023.114906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160775822&doi=10.1016%2fj.oceaneng.2023.114906&partnerID=40&md5=967506415fc973ea51f9afcb6f84ef84","Product Innovation Centre, Nottingham Trent University, Nottingham, United Kingdom; University College London, London, United Kingdom; DN22 Technical Ltd, Retford, Nottinghamshire, United Kingdom","Al-Habaibeh A., Product Innovation Centre, Nottingham Trent University, Nottingham, United Kingdom; Hamadeh L., University College London, London, United Kingdom; McCague J., DN22 Technical Ltd, Retford, Nottinghamshire, United Kingdom","A. Al-Habaibeh; Product Innovation Centre, Nottingham Trent University, Nottingham, United Kingdom; email: amin.al-habaibeh@ntu.ac.uk","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160775822"
"Liu Z.; McGregor C.; Ding S.; Wang X.","Liu, Zhenwei (57200533525); McGregor, Cameron (58537476600); Ding, Songlin (57195294369); Wang, Xu (11042535700)","57200533525; 58537476600; 57195294369; 11042535700","Study of a three-dimensional model simulation of a speed amplified flux switching linear generator for wave energy conversion and its design optimization in the ocean environment","2023","Energy","284","","128625","","","","3","10.1016/j.energy.2023.128625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168000658&doi=10.1016%2fj.energy.2023.128625&partnerID=40&md5=8fea235bd39e7987738a0cadb5f06c18","School of Engineering, Royal Melbourne Institute of Technology University, Melbourne, VIC, Australia","Liu Z., School of Engineering, Royal Melbourne Institute of Technology University, Melbourne, VIC, Australia; McGregor C., School of Engineering, Royal Melbourne Institute of Technology University, Melbourne, VIC, Australia; Ding S., School of Engineering, Royal Melbourne Institute of Technology University, Melbourne, VIC, Australia; Wang X., School of Engineering, Royal Melbourne Institute of Technology University, Melbourne, VIC, Australia","X. Wang; School of Engineering, Royal Melbourne Institute of Technology University, Melbourne, Australia; email: xu.wang@rmit.edu.au","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85168000658"
"Chen Z.; Sun J.; Yang J.; Sun Y.; Chen Q.; Zhao H.; Qian P.; Si Y.; Zhang D.","Chen, Zheng (58605670200); Sun, Jili (57212091478); Yang, Jingqing (58954436700); Sun, Yong (55801917100); Chen, Qian (59050930000); Zhao, Hongyang (57212617868); Qian, Peng (55951457100); Si, Yulin (57193714164); Zhang, Dahai (55717574200)","58605670200; 57212091478; 58954436700; 55801917100; 59050930000; 57212617868; 55951457100; 57193714164; 55717574200","Experimental and numerical analysis of power take-off control effects on the dynamic performance of a floating wind-wave combined system","2024","Renewable Energy","226","","120353","","","","2","10.1016/j.renene.2024.120353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188589539&doi=10.1016%2fj.renene.2024.120353&partnerID=40&md5=2ac6fd4723ed8a5cd0ca1ef907929b2c","Hainan Institute, Zhejiang University, Sanya, 572025, China; Ocean College, Zhejiang University, Zhoushan, 316021, China; Zhejiang Windey Co., Ltd., Hangzhou, 310012, China; Donghai Laboratory, Zhoushan, 316021, China","Chen Z., Hainan Institute, Zhejiang University, Sanya, 572025, China, Ocean College, Zhejiang University, Zhoushan, 316021, China; Sun J., Ocean College, Zhejiang University, Zhoushan, 316021, China; Yang J., Hainan Institute, Zhejiang University, Sanya, 572025, China, Ocean College, Zhejiang University, Zhoushan, 316021, China; Sun Y., Zhejiang Windey Co., Ltd., Hangzhou, 310012, China; Chen Q., Zhejiang Windey Co., Ltd., Hangzhou, 310012, China; Zhao H., Ocean College, Zhejiang University, Zhoushan, 316021, China; Qian P., Hainan Institute, Zhejiang University, Sanya, 572025, China, Ocean College, Zhejiang University, Zhoushan, 316021, China; Si Y., Hainan Institute, Zhejiang University, Sanya, 572025, China, Ocean College, Zhejiang University, Zhoushan, 316021, China, Donghai Laboratory, Zhoushan, 316021, China; Zhang D., Hainan Institute, Zhejiang University, Sanya, 572025, China, Ocean College, Zhejiang University, Zhoushan, 316021, China","D. Zhang; Ocean College, Zhejiang University, Zhoushan, 316021, China; email: zhangdahai@zju.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85188589539"
"Ding J.; Pang S.; Chen Z.","Ding, Jiawei (58570128100); Pang, Shujiao (58046076000); Chen, Zhenmu (56028120700)","58570128100; 58046076000; 56028120700","Optimization of the chamber of OWC to improve hydrodynamic performance","2023","Ocean Engineering","287","","115782","","","","2","10.1016/j.oceaneng.2023.115782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170408108&doi=10.1016%2fj.oceaneng.2023.115782&partnerID=40&md5=ef3953b7fecd1d10840590ede3a9652b","College of Mechanical and Electrical Engineering, Wenzhou University, Wenzhou, 325000, China; Institute of Laser and Optoelectronics Intelligent Manufacturing, Wenzhou University, Wenzhou, 325000, China","Ding J., College of Mechanical and Electrical Engineering, Wenzhou University, Wenzhou, 325000, China; Pang S., College of Mechanical and Electrical Engineering, Wenzhou University, Wenzhou, 325000, China; Chen Z., College of Mechanical and Electrical Engineering, Wenzhou University, Wenzhou, 325000, China, Institute of Laser and Optoelectronics Intelligent Manufacturing, Wenzhou University, Wenzhou, 325000, China","Z. Chen; College of Mechanical and Electrical Engineering, Wenzhou University, Wenzhou, 325000, China; email: chenzhenmu@163.com","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85170408108"
"Zhang Y.; Han X.; Hu Y.; Chen X.; Li Z.; Gao F.; Chen W.","Zhang, Yongkuang (57202690426); Han, Xinyang (57572846900); Hu, Yuxuan (58810544500); Chen, Xihan (58810398800); Li, Zhuohang (58179311300); Gao, Feng (56489135000); Chen, Weixing (56372835300)","57202690426; 57572846900; 58810544500; 58810398800; 58179311300; 56489135000; 56372835300","Dual-function flapping hydrofoil: Energy capture and propulsion in ocean waves","2024","Renewable Energy","222","","119956","","","","1","10.1016/j.renene.2024.119956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182281871&doi=10.1016%2fj.renene.2024.119956&partnerID=40&md5=061487b3f47029d911672a98351a9c59","State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; Research Center of Marine Intelligent Equipment and Robot, Institute of Marine Equipment, Shanghai Jiao Tong University, Shanghai, 200240, China","Zhang Y., State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China, Research Center of Marine Intelligent Equipment and Robot, Institute of Marine Equipment, Shanghai Jiao Tong University, Shanghai, 200240, China; Han X., State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China, Research Center of Marine Intelligent Equipment and Robot, Institute of Marine Equipment, Shanghai Jiao Tong University, Shanghai, 200240, China; Hu Y., State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; Chen X., State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; Li Z., State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; Gao F., State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China, Research Center of Marine Intelligent Equipment and Robot, Institute of Marine Equipment, Shanghai Jiao Tong University, Shanghai, 200240, China; Chen W., State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China, Research Center of Marine Intelligent Equipment and Robot, Institute of Marine Equipment, Shanghai Jiao Tong University, Shanghai, 200240, China","W. Chen; State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China; email: wxchen@sjtu.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85182281871"
"Baker N.J.; Almoraya A.; Raihan M.A.H.; McDonald S.; McNabb L.","Baker, Nick J. (26649830000); Almoraya, Ahmed (57195945199); Raihan, Mohammad A. H. (57057526000); McDonald, Steve (23009565500); McNabb, Luke (57202219153)","26649830000; 57195945199; 57057526000; 23009565500; 57202219153","Development and Wave Tank Demonstration of a Fully Controlled Permanent Magnet Drive for a Heaving Wave Energy Converter","2022","Energies","15","13","4811","","","","2","10.3390/en15134811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133539649&doi=10.3390%2fen15134811&partnerID=40&md5=e519c9fc6fef6b7a4408290ab8685247","School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; School of Engineering, RMIT University, GPO Box 2476, Melbourne, 3001, VIC, Australia","Baker N.J., School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; Almoraya A., School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; Raihan M.A.H., School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; McDonald S., School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; McNabb L., School of Engineering, RMIT University, GPO Box 2476, Melbourne, 3001, VIC, Australia","N.J. Baker; School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; email: nick.baker@newcastle.ac.uk","MDPI","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85133539649"
"Wang T.; Lv H.; Wang X.","Wang, Tao (57223789483); Lv, Haobin (58637431900); Wang, Xin (58394022900)","57223789483; 58637431900; 58394022900","Development of an electromagnetic energy harvester for ultra-low frequency pitch vibration of unmanned marine devices","2024","Applied Energy","353","","122072","","","","2","10.1016/j.apenergy.2023.122072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173603224&doi=10.1016%2fj.apenergy.2023.122072&partnerID=40&md5=3399cbd0b805c9705e41a588b3365011","Ocean College, Zhejiang University, Zhoushan, 316000, China; Research Center of Oceanic Sensing Technology and Equipment, Ministry of Education, China; State Key Laboratory of Fluid Power and Mechatronic Systems, Zhejiang University, Hangzhou, 310007, China","Wang T., Ocean College, Zhejiang University, Zhoushan, 316000, China, Research Center of Oceanic Sensing Technology and Equipment, Ministry of Education, China, State Key Laboratory of Fluid Power and Mechatronic Systems, Zhejiang University, Hangzhou, 310007, China; Lv H., Ocean College, Zhejiang University, Zhoushan, 316000, China; Wang X., Ocean College, Zhejiang University, Zhoushan, 316000, China","T. Wang; Ocean College, Zhejiang University, Zhoushan, 316000, China; email: twang001@zju.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85173603224"
"Liu W.; Li Y.; Tang H.; Zhang Z.; Wu X.; Zhao J.; Zeng L.; Tang M.; Hao D.","Liu, Weizhen (58813605900); Li, Yingjie (58813489300); Tang, Hongjie (58847922400); Zhang, Zutao (14625810900); Wu, Xiaoping (57214944588); Zhao, Jie (58654745800); Zeng, Lei (58813843400); Tang, Minfeng (57212037439); Hao, Daning (57222298513)","58813605900; 58813489300; 58847922400; 14625810900; 57214944588; 58654745800; 58813843400; 57212037439; 57222298513","The nexus of sustainable fisheries: A hybrid self-powered and self-sensing wave energy harvester","2024","Ocean Engineering","295","","116996","","","","1","10.1016/j.oceaneng.2024.116996","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183976461&doi=10.1016%2fj.oceaneng.2024.116996&partnerID=40&md5=bf45aafd1be87ebb0be6476793e2bddc","Tangshan Institute of Southwest Jiaotong University, Tangshan, 063008, China; Chengdu Technological University, Chengdu, 611730, China; School of Information Science and Technical, Southwest Jiaotong University, Chengdu, 610031, China; School of Mechanical Engineering, Southwest Jiaotong University, Chengdu, 610031, China","Liu W., Tangshan Institute of Southwest Jiaotong University, Tangshan, 063008, China; Li Y., Tangshan Institute of Southwest Jiaotong University, Tangshan, 063008, China; Tang H., School of Information Science and Technical, Southwest Jiaotong University, Chengdu, 610031, China; Zhang Z., Chengdu Technological University, Chengdu, 611730, China; Wu X., School of Mechanical Engineering, Southwest Jiaotong University, Chengdu, 610031, China; Zhao J., Tangshan Institute of Southwest Jiaotong University, Tangshan, 063008, China; Zeng L., Tangshan Institute of Southwest Jiaotong University, Tangshan, 063008, China; Tang M., School of Mechanical Engineering, Southwest Jiaotong University, Chengdu, 610031, China; Hao D., School of Mechanical Engineering, Southwest Jiaotong University, Chengdu, 610031, China","Z. Zhang; Chengdu Technological University, Chengdu, 611730, China; email: zzt@swjtu.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85183976461"
"Batsis G.; Partsinevelos P.; Stavrakakis G.","Batsis, Georgios (58296302500); Partsinevelos, Panagiotis (9738143000); Stavrakakis, Georgios (7004846565)","58296302500; 9738143000; 7004846565","A deep learning and gis approach for the optimal positioning of wave energy converters","2021","Energies","14","20","6773","","","","2","10.3390/en14206773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117335353&doi=10.3390%2fen14206773&partnerID=40&md5=6367068504c1be5cd46262c36b80b2a9","School of Electrical and Computer Engineering, Technical University of Crete, Chania, 73100, Greece; Senselab Research, School of Mineral Resources Engineering, Technical University of Crete, Chania, 73100, Greece","Batsis G., School of Electrical and Computer Engineering, Technical University of Crete, Chania, 73100, Greece; Partsinevelos P., Senselab Research, School of Mineral Resources Engineering, Technical University of Crete, Chania, 73100, Greece; Stavrakakis G., School of Electrical and Computer Engineering, Technical University of Crete, Chania, 73100, Greece","P. Partsinevelos; Senselab Research, School of Mineral Resources Engineering, Technical University of Crete, Chania, 73100, Greece; email: ppartsi@mred.tuc.gr","MDPI","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85117335353"
"Du X.; Li P.; Li Z.; Liu X.; Wang W.; Feng Q.; Du L.; Yu H.; Wang J.; Xie X.; Tang L.","Du, Xiaozhen (8667204800); Li, Pengkai (58170889000); Li, Zihao (59066091500); Liu, Xiaotong (58171689000); Wang, Wenxiu (59103477200); Feng, Quanheng (58994592200); Du, Lixiang (57395198300); Yu, Hong (57192386543); Wang, Jianjun (55539184400); Xie, Xiangdong (7402761764); Tang, Lihua (34873882100)","8667204800; 58170889000; 59066091500; 58171689000; 59103477200; 58994592200; 57395198300; 57192386543; 55539184400; 7402761764; 34873882100","Multi-pillar piezoelectric stack harvests ocean wave energy with oscillating float buoy","2024","Energy","298","","131347","","","","1","10.1016/j.energy.2024.131347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190841087&doi=10.1016%2fj.energy.2024.131347&partnerID=40&md5=45a69f990a794c383469f69df4d2164b","College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; College of Science, China University of Petroleum (East China), Qingdao, 266580, China; Department of Applied Mechanics, University of Science and Technology Beijing, Beijing, 100083, China; School of Urban Construction, Yangtze University, Hubei, Jingzhou, 434000, China; Department of Mechanical Engineering, The University of Auckland, Auckland, 1010, New Zealand","Du X., College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; Li P., College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; Li Z., College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; Liu X., College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; Wang W., College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; Feng Q., College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; Du L., College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; Yu H., College of Science, China University of Petroleum (East China), Qingdao, 266580, China; Wang J., Department of Applied Mechanics, University of Science and Technology Beijing, Beijing, 100083, China; Xie X., School of Urban Construction, Yangtze University, Hubei, Jingzhou, 434000, China; Tang L., Department of Mechanical Engineering, The University of Auckland, Auckland, 1010, New Zealand","X. Du; College of Mechanical and Electronic Engineering, Shandong University of Science and Technology, Qingdao, 266590, China; email: duxz@sdust.edu.cn; H. Yu; College of Science, China University of Petroleum (East China), Qingdao, 266580, China; email: hongyu@upc.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85190841087"
"Andersen N.E.; Mathiasen J.B.; Carøe M.G.; Chen C.; Helver C.-E.; Ludvigsen A.L.; Ebsen N.F.; Hansen A.H.","Andersen, Niklas Enoch (57930420300); Mathiasen, Jakob Blåbjerg (57929095400); Carøe, Maja Grankær (57929475700); Chen, Chen (57930045900); Helver, Christian-Emil (57930233300); Ludvigsen, Allan Lynggaard (57929284400); Ebsen, Nis Frededal (57215414327); Hansen, Anders Hedegaard (57189370235)","57930420300; 57929095400; 57929475700; 57930045900; 57930233300; 57929284400; 57215414327; 57189370235","Optimisation of Control Algorithm for Hydraulic Power Take-Off System in Wave Energy Converter","2022","Energies","15","19","7084","","","","2","10.3390/en15197084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139977938&doi=10.3390%2fen15197084&partnerID=40&md5=e47ee991f9bc5eaec2ca922a0969064a","AAU Energy, Aalborg University, Aalborg, 9220, Denmark; Floating Power Plant A/S, Bandholm, 4941, Denmark","Andersen N.E., AAU Energy, Aalborg University, Aalborg, 9220, Denmark; Mathiasen J.B., AAU Energy, Aalborg University, Aalborg, 9220, Denmark; Carøe M.G., AAU Energy, Aalborg University, Aalborg, 9220, Denmark; Chen C., AAU Energy, Aalborg University, Aalborg, 9220, Denmark; Helver C.-E., AAU Energy, Aalborg University, Aalborg, 9220, Denmark; Ludvigsen A.L., AAU Energy, Aalborg University, Aalborg, 9220, Denmark; Ebsen N.F., Floating Power Plant A/S, Bandholm, 4941, Denmark; Hansen A.H., AAU Energy, Aalborg University, Aalborg, 9220, Denmark","A.H. Hansen; AAU Energy, Aalborg University, Aalborg, 9220, Denmark; email: ahh@energy.aau.dk","MDPI","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85139977938"
"Han Z.; Cao F.; Tao J.; Zhang C.; Shi H.","Han, Zhi (57191220431); Cao, Feifei (56479913000); Tao, Ji (57211852239); Zhang, Chongwei (56571698800); Shi, Hongda (15023660400)","57191220431; 56479913000; 57211852239; 56571698800; 15023660400","Study on the energy capture spectrum (ECS) of a multi-DOF buoy with MMR-PTO damping","2024","Ocean Engineering","294","","116698","","","","1","10.1016/j.oceaneng.2024.116698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184251688&doi=10.1016%2fj.oceaneng.2024.116698&partnerID=40&md5=7eb4f24fc49cdf2c8cd26278cf482c3e","College of Engineering, Ocean University of China, 238, Songling Road, Qingdao, 266100, China; Shandong Provincial Key Laboratory of Ocean Engineering, 238, Songling Road, Qingdao, 266100, China; Pilot National Laboratory for Marine Science and Technology (Qingdao), 1, Wenhai Road, Aoshanwei, Jimo, Qingdao, 266237, China; State Key Laboratory of Coastal and Offshore Engineering, Dalian University of Technology, Dalian, 116024, China","Han Z., College of Engineering, Ocean University of China, 238, Songling Road, Qingdao, 266100, China; Cao F., College of Engineering, Ocean University of China, 238, Songling Road, Qingdao, 266100, China; Tao J., College of Engineering, Ocean University of China, 238, Songling Road, Qingdao, 266100, China; Zhang C., State Key Laboratory of Coastal and Offshore Engineering, Dalian University of Technology, Dalian, 116024, China; Shi H., College of Engineering, Ocean University of China, 238, Songling Road, Qingdao, 266100, China, Shandong Provincial Key Laboratory of Ocean Engineering, 238, Songling Road, Qingdao, 266100, China, Pilot National Laboratory for Marine Science and Technology (Qingdao), 1, Wenhai Road, Aoshanwei, Jimo, Qingdao, 266237, China","H. Shi; College of Engineering, Ocean University of China, Qingdao, 238, Songling Road, 266100, China; email: hongda.shi@ouc.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85184251688"
"Fang H.; Wei Y.; Feng Y.","Fang, Hongwei (56391373700); Wei, Yu (57221337372); Feng, Yuzhu (57202044663)","56391373700; 57221337372; 57202044663","Design of dual-rotor PMSG for wave energy conversion","2020","Energy Reports","6","","","397","401","4","2","10.1016/j.egyr.2020.11.224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098851564&doi=10.1016%2fj.egyr.2020.11.224&partnerID=40&md5=e067f372984e4d195654cb5bf45938d5","School of Electrical and Information Engineering, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Key Laboratory of Tianjin Electric Power System Simulation and Control, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; State Grid Tianjin Electric Power Company, No. 39, Wujing Road, Hebei District, Tianjin, 300010, China","Fang H., School of Electrical and Information Engineering, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China, Key Laboratory of Tianjin Electric Power System Simulation and Control, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Wei Y., School of Electrical and Information Engineering, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China, Key Laboratory of Tianjin Electric Power System Simulation and Control, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Feng Y., State Grid Tianjin Electric Power Company, No. 39, Wujing Road, Hebei District, Tianjin, 300010, China","H. Fang; School of Electrical and Information Engineering, Tianjin University, Tianjin, No. 92, Weijin Road, Nankai District, 300072, China; email: hongwei_fang@tju.edu.cn","Elsevier Ltd","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098851564"
"Lu Y.; Zhang H.; Zhou J.; Li X.; Li P.; Xu D.","Lu, Yiming (58749455900); Zhang, Haicheng (56199045900); Zhou, Jiaxin (58750589100); Li, Xiaofan (57192706744); Li, Pengcheng (57822218000); Xu, Daolin (57203906081)","58749455900; 56199045900; 58750589100; 57192706744; 57822218000; 57203906081","A bistable point absorber wave energy convertor with a mechanical motion rectifier","2023","Ocean Engineering","289","","116246","","","","1","10.1016/j.oceaneng.2023.116246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178906761&doi=10.1016%2fj.oceaneng.2023.116246&partnerID=40&md5=ba0dbc7b0f4ad07f285a00e08575ba73","College of Mechanical and Vehicle Engineering, Hunan University, Changsha, 410082, China; Department of Naval Architecture and Marine Engineering, University of Michigan, Ann Arbor, 48109, MI, United States","Lu Y., College of Mechanical and Vehicle Engineering, Hunan University, Changsha, 410082, China; Zhang H., College of Mechanical and Vehicle Engineering, Hunan University, Changsha, 410082, China; Zhou J., College of Mechanical and Vehicle Engineering, Hunan University, Changsha, 410082, China; Li X., Department of Naval Architecture and Marine Engineering, University of Michigan, Ann Arbor, 48109, MI, United States; Li P., College of Mechanical and Vehicle Engineering, Hunan University, Changsha, 410082, China; Xu D., College of Mechanical and Vehicle Engineering, Hunan University, Changsha, 410082, China","H. Zhang; College of Mechanical and Vehicle Engineering, Hunan University, Changsha, 410082, China; email: zhanghc@hnu.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85178906761"
"Tan J.; Tao W.; Laguna A.J.; Polinder H.; Xing Y.; Miedema S.","Tan, Jian (57221523529); Tao, Wei (57214804716); Laguna, Antonio Jarquin (57454893400); Polinder, Henk (6603815497); Xing, Yihan (58851374200); Miedema, Sape (6602853568)","57221523529; 57214804716; 57454893400; 6603815497; 58851374200; 6602853568","A spectral-domain wave-to-wire model of wave energy converters","2023","Applied Ocean Research","138","","103650","","","","2","10.1016/j.apor.2023.103650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164303361&doi=10.1016%2fj.apor.2023.103650&partnerID=40&md5=5629e1171fa38387faca19acb15d7bab","Department of Maritime & Transport Technology, Delft University of Technology, Netherlands; School of Mathematics and Computer Science, Wuhan Polytechnic University, China; Department of Mechanical and Structural Engineering and Materials Science, University of Stavanger, Norway; VOSTA LMG, Netherlands","Tan J., Department of Maritime & Transport Technology, Delft University of Technology, Netherlands, VOSTA LMG, Netherlands; Tao W., Department of Maritime & Transport Technology, Delft University of Technology, Netherlands, School of Mathematics and Computer Science, Wuhan Polytechnic University, China; Laguna A.J., Department of Maritime & Transport Technology, Delft University of Technology, Netherlands; Polinder H., Department of Maritime & Transport Technology, Delft University of Technology, Netherlands; Xing Y., Department of Mechanical and Structural Engineering and Materials Science, University of Stavanger, Norway; Miedema S., Department of Maritime & Transport Technology, Delft University of Technology, Netherlands","W. Tao; School of Mathematics and Computer Science, Wuhan Polytechnic University, China; email: taowei@whpu.edu.cn","Elsevier Ltd","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85164303361"
